id,project_id,phase_id,description,materials,labor,vendor,estimated_cost,actual_cost,current_paid,due,sort_order,is_custom,created_at,updated_at
f8abc291-dec1-4fad-bb06-201cdfc683de,faa2ce97-f51f-4379-a198-94f71aacc514,utilities-septic,"Septic Permits, Inspections, Fees",3154.87,2548.74,PERMIT33B,5703.61,3154.87,2548.74,606.13,26,FALSE,2025-10-12 02:21:10.150189+00,2025-10-12 02:21:10.150189+00
c8e8a209-694e-40be-b8ff-45b1012cf832,faa2ce97-f51f-4379-a198-94f71aacc514,utilities-septic,Septic System Design,1,987.45,SEPTIC22A,3,154.87,5,149.87,26,FALSE,2025-10-12 01:53:37.178586+00,2025-10-12 01:53:37.178586+00
990d4dd7-50f1-4c92-8f80-c8bb714375ec,faa2ce97-f51f-4379-a198-94f71aacc514,utilities-septic,Telecom Hookup,1,254.87,GRADE87P,2,345.89,3,342.89,37,FALSE,2025-10-12 01:53:39.235294+00,2025-10-12 01:53:39.235294+00
9cbfc801-d3a8-4c36-8c7f-e469d189b500,faa2ce97-f51f-4379-a198-94f71aacc514,exterior,Fascia,3154.87,2548.74,WIND66Z,5703.61,3154.87,2548.74,606.13,119,FALSE,2025-10-12 01:53:02.183063+00,2025-10-12 01:53:02.183063+00
9421f266-f939-4ee4-bfa0-6aede5405e0b,faa2ce97-f51f-4379-a198-94f71aacc514,utilities-septic,Well Permits & Fees,1,987.45,SEWER88G,3,154.87,5,149.87,30,FALSE,2025-10-12 01:53:37.807501+00,2025-10-12 01:53:37.807501+00
ed4eaac6-6f8e-4c0b-b38c-7c0e6662804d,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Cut & Fill,2,345.89,TRENCH98Q,4,125.69,6,119.69,38,FALSE,2025-10-12 01:53:39.406011+00,2025-10-12 01:53:39.406011+00
5170bcea-0ba6-4b91-8a47-2bd0d905afcd,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Rough Grading,3154.87,2548.74,BACKF21T,5703.61,3154.87,2548.74,606.13,41,FALSE,2025-10-12 01:53:40.151252+00,2025-10-12 01:53:40.151252+00
06a20359-eac2-43d8-a560-b764ff8cee4b,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Foundation Excavation,1,254.87,CURTD43V,2,345.89,3,342.89,43,FALSE,2025-10-12 01:53:40.548155+00,2025-10-12 01:53:40.548155+00
17a52a22-fa1a-4c7f-b532-7d8444b046f4,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Blasting,4125.69,1987.45,FNDEXC09R,6113.14,4125.69,1987.45,2138.24,39,FALSE,2025-10-12 01:53:39.61374+00,2025-10-12 01:53:39.61374+00
6583212b-ae0a-40ce-b6b7-8c6c02be9d07,faa2ce97-f51f-4379-a198-94f71aacc514,foundation,Bulkheads,2,345.89,FNDW32O,4,125.69,6,119.69,62,FALSE,2025-10-12 01:53:44.39258+00,2025-10-12 01:53:44.39258+00
5886b632-d9c5-466b-9071-3aef527c4a27,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Compaction,1,987.45,POND76Y,3,154.87,5,149.87,46,FALSE,2025-10-12 01:53:41.225575+00,2025-10-12 01:53:41.225575+00
5dc084f0-b206-4e6f-a5b9-98b6b25ad75f,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Removal Of Stone/Dirt,1,987.45,DRAIN10S,3,154.87,5,149.87,40,FALSE,2025-10-12 01:53:39.804521+00,2025-10-12 01:53:39.804521+00
c80490cf-83bc-42b3-b750-37e291442160,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Foundation Footing Drains,2,345.89,SWALE54W,4,125.69,6,119.69,44,FALSE,2025-10-12 01:53:40.7177+00,2025-10-12 01:53:40.7177+00
edba22cd-80f9-4244-9a65-922a6c385029,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Trenching For Utility Hookups,2548.74,1254.87,COMPA32U,3803.61,2548.74,1254.87,1293.87,42,FALSE,2025-10-12 01:53:40.371376+00,2025-10-12 01:53:40.371376+00
d6abb4a0-6315-4a57-b46e-9bc6870caa3c,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Swales,2548.74,1254.87,TOPSO98A,3803.61,2548.74,1254.87,1293.87,48,FALSE,2025-10-12 01:53:41.549428+00,2025-10-12 01:53:41.549428+00
82c26c01-d81e-4994-9d2a-67d0931f8d07,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Ponds,2,345.89,SEED10C,4,125.69,6,119.69,50,FALSE,2025-10-12 01:53:42.202776+00,2025-10-12 01:53:42.202776+00
16044c64-2da4-4e14-8fb5-97f80e832c56,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Backfill,4125.69,1987.45,RETAIN65X,6113.14,4125.69,1987.45,2138.24,45,FALSE,2025-10-12 01:53:41.047483+00,2025-10-12 01:53:41.047483+00
4666da80-9804-4c1a-8fd9-dfbabb0d4352,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Seeding/Sod,2548.74,1254.87,PIER54G,3803.61,2548.74,1254.87,1293.87,54,FALSE,2025-10-12 01:53:42.975055+00,2025-10-12 01:53:42.975055+00
e516cc80-46b9-49e9-adae-604153917cc4,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Retaining Walls,1,254.87,FINISH09B,2,345.89,3,342.89,49,FALSE,2025-10-12 01:53:41.7308+00,2025-10-12 01:53:41.7308+00
9fa1fcab-42b8-4563-8654-c2c662f06512,faa2ce97-f51f-4379-a198-94f71aacc514,foundation,Foundation walls/stem walls/grade beams,4125.69,1987.45,ANCHR87J,6113.14,4125.69,1987.45,2138.24,57,FALSE,2025-10-12 01:53:43.551682+00,2025-10-12 01:53:43.551682+00
4c48b89e-4de9-4395-9193-67fa7203091f,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Other Site Drainage,4125.69,1987.45,LANDS21D,6113.14,4125.69,1987.45,2138.24,51,FALSE,2025-10-12 01:53:42.517216+00,2025-10-12 01:53:42.517216+00
e2f4976a-72f8-4fa4-8e67-9090320d8b0d,faa2ce97-f51f-4379-a198-94f71aacc514,pre-construction,Administrative Costs,4,125.69,ADMIN89T,1,478.96,5,473.96,7,FALSE,2025-10-12 01:53:31.72886+00,2025-10-12 01:53:31.72886+00
0fcf95ee-91b4-46b2-a50e-1495df32e136,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Topsoil,1,987.45,FOOT32E,3,154.87,5,149.87,52,FALSE,2025-10-12 01:53:42.672991+00,2025-10-12 01:53:42.672991+00
58491430-f836-4952-9956-eb722097bd09,faa2ce97-f51f-4379-a198-94f71aacc514,foundation,Steel Reinforcing,2548.74,1254.87,CRAWL10M,3803.61,2548.74,1254.87,1293.87,60,FALSE,2025-10-12 01:53:44.01496+00,2025-10-12 01:53:44.01496+00
a2e9f48d-61c9-49ea-8503-9dbf6fd4c21f,faa2ce97-f51f-4379-a198-94f71aacc514,foundation,Footings/Pads,2,345.89,STEEL76I,4,125.69,6,119.69,56,FALSE,2025-10-12 01:53:43.406542+00,2025-10-12 01:53:43.406542+00
47749580-b941-43e7-b851-d4ae05d71b4d,faa2ce97-f51f-4379-a198-94f71aacc514,electrical-rough,Devices: outlets,2548.74,1254.87,RANGE09I,3803.61,2548.74,1254.87,1293.87,103,FALSE,2025-10-12 01:53:01.373042+00,2025-10-12 01:53:01.373042+00
2f698451-7e05-45a2-829f-ecaf0dca3c24,faa2ce97-f51f-4379-a198-94f71aacc514,pre-construction,Engineering Fees,3154.87,1254.87,ENGR31F,4409.74,4789.21,1254.87,3534.34,10,FALSE,2025-10-12 01:53:32.835583+00,2025-10-12 01:53:32.835583+00
54934b6d-1732-4a53-a6d7-49f8dc640158,faa2ce97-f51f-4379-a198-94f71aacc514,hvac-rough,Low-voltage/security rough-in (cameras,2,345.89,SIPL88F,4,125.69,6,119.69,150,FALSE,2025-10-12 01:53:02.526604+00,2025-10-12 01:53:02.526604+00
8a645601-aa77-43b6-a51c-3bfef863048b,faa2ce97-f51f-4379-a198-94f71aacc514,pre-construction,Legal Fees,1987.45,4789.21,LEGAL10B,6776.66,3154.87,2548.74,606.13,9,FALSE,2025-10-12 01:53:32.392817+00,2025-10-12 01:53:32.392817+00
7f86d7b6-0bd2-4ea6-a2bc-af28ee2be4bb,faa2ce97-f51f-4379-a198-94f71aacc514,utilities-septic,Oil Tank Installation,2548.74,1254.87,DIRT76O,3803.61,2548.74,1254.87,1293.87,36,FALSE,2025-10-12 01:53:39.006976+00,2025-10-12 01:53:39.006976+00
980ed844-fd20-4cac-8340-69a8ebc42045,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Storage On Site,4125.69,1987.45,STORE55T,6113.14,4125.69,1987.45,2138.24,19,FALSE,2025-10-12 01:53:35.400238+00,2025-10-12 01:53:35.400238+00
893837c0-955a-4624-8e34-2d712dfb2f85,faa2ce97-f51f-4379-a198-94f71aacc514,utilities-septic,Town Sewer: Tap Fees & Hookup,2548.74,1254.87,GAS10I,3803.61,2548.74,1254.87,1293.87,32,FALSE,2025-10-12 01:53:38.308952+00,2025-10-12 01:53:38.308952+00
99565343-ee5d-43c2-a211-c4b95ada8047,faa2ce97-f51f-4379-a198-94f71aacc514,rough-framing,Subfascia,1,254.87,MEMB09F,2,345.89,3,342.89,79,FALSE,2025-10-12 01:53:47.050412+00,2025-10-12 01:53:47.050412+00
7c22ed8e-35df-4f65-ac1b-e60497cba5a0,faa2ce97-f51f-4379-a198-94f71aacc514,electrical-rough,Rough Wiring,2548.74,1254.87,DUCT43C,3803.61,2548.74,1254.87,1293.87,100,FALSE,2025-10-12 01:53:50.270264+00,2025-10-12 01:53:50.270264+00
9059980b-89f9-4fee-96d4-3a7cb4cde525,faa2ce97-f51f-4379-a198-94f71aacc514,exterior,Siding Finish,2,345.89,FIRE33W,4,125.69,6,119.69,117,FALSE,2025-10-12 01:53:53.366082+00,2025-10-12 01:53:53.366082+00
9ed0e5bf-f217-4218-b32a-781ef74ab4dc,faa2ce97-f51f-4379-a198-94f71aacc514,kitchen-bath,Dishwasher,3154.87,2548.74,PAINT00T,5703.61,3154.87,2548.74,606.13,114,FALSE,2025-10-12 01:53:53.022233+00,2025-10-12 01:53:53.022233+00
47ecc3a4-ea1b-401b-935d-261dc8009dde,faa2ce97-f51f-4379-a198-94f71aacc514,exterior,Soffit/Gable vents,2548.74,1254.87,IDR77A,3803.61,2548.74,1254.87,1293.87,120,FALSE,2025-10-12 01:53:54.1322+00,2025-10-12 01:53:54.1322+00
f3741381-c0b4-446d-bc64-60c33a4fbad3,faa2ce97-f51f-4379-a198-94f71aacc514,utilities-septic,"Septic System Installation, Tie In To House",2548.74,1254.87,SEPIN44C,3803.61,2548.74,1254.87,1293.87,27,FALSE,2025-10-12 02:21:10.518036+00,2025-10-12 02:21:10.518036+00
194abcf0-0b4c-41fc-8732-bcd5e28fea20,faa2ce97-f51f-4379-a198-94f71aacc514,roofing,Underlayment,2548.74,1254.87,SKY54K,3803.61,2548.74,1254.87,1293.87,83,FALSE,2025-10-12 01:53:47.719161+00,2025-10-12 01:53:47.719161+00
a07df930-c034-48a7-aac3-5a1534704669,faa2ce97-f51f-4379-a198-94f71aacc514,trim-carpentry,Interior Trim Labor,1,987.45,CLEAN99W,3,154.87,5,149.87,141,FALSE,2025-10-12 01:53:59.154071+00,2025-10-12 01:53:59.154071+00
ff984a6c-11b5-4345-9936-832fc884c8c9,faa2ce97-f51f-4379-a198-94f71aacc514,foundation,Foundation Windows,1,254.87,COAT87T,2,345.89,3,342.89,67,FALSE,2025-10-12 01:53:45.589492+00,2025-10-12 01:53:45.589492+00
64d63bdf-60ea-42f5-94f3-a5b069727947,faa2ce97-f51f-4379-a198-94f71aacc514,final-touches,Punch List & Finish Repairs,2548.74,1254.87,SOFT11Y,3803.61,2548.74,1254.87,1293.87,143,FALSE,2025-10-12 01:53:59.46143+00,2025-10-12 01:53:59.46143+00
ed1c30ae-5bd2-451c-9571-b87e1643686e,faa2ce97-f51f-4379-a198-94f71aacc514,under-slab-services,Slab insulation: Edge/Below,1,987.45,FRAME10W,3,154.87,5,149.87,70,FALSE,2025-10-12 01:53:45.86729+00,2025-10-12 01:53:45.86729+00
7f946e7c-208e-4e26-a301-9f9a171422ef,faa2ce97-f51f-4379-a198-94f71aacc514,foundation,Exterior Insulation Coating/Protection,2548.74,1254.87,SHEATH32Y,3803.61,2548.74,1254.87,1293.87,72,FALSE,2025-10-12 01:53:46.149704+00,2025-10-12 01:53:46.149704+00
07a0455c-6b3d-44cf-8665-5db1213046c8,faa2ce97-f51f-4379-a198-94f71aacc514,electrical-rough,"Smoke, CO2 Alarms",3154.87,2548.74,FRIDGE98H,5703.61,3154.87,2548.74,606.13,103,FALSE,2025-10-12 02:21:20.419221+00,2025-10-12 02:21:20.419221+00
f2d1130e-f317-42d9-93af-0091750b916b,faa2ce97-f51f-4379-a198-94f71aacc514,rough-framing,Floor Framing,4125.69,1987.45,CONN65B,6113.14,4125.69,1987.45,2138.24,75,FALSE,2025-10-12 01:53:46.765298+00,2025-10-12 01:53:46.765298+00
79334da9-d602-4fb1-a1b0-c7f32febb34d,faa2ce97-f51f-4379-a198-94f71aacc514,roofing,Membrane,1,254.87,VENT65L,2,345.89,3,342.89,84,FALSE,2025-10-12 01:53:47.85164+00,2025-10-12 01:53:47.85164+00
85a202d8-d931-4306-8b5d-b06109677413,faa2ce97-f51f-4379-a198-94f71aacc514,rough-framing,Steel Framing Connectors,2,345.89,FLASH10G,4,125.69,6,119.69,80,FALSE,2025-10-12 01:53:47.169419+00,2025-10-12 01:53:47.169419+00
88db3b56-e0f6-442f-99b2-a543889af519,faa2ce97-f51f-4379-a198-94f71aacc514,foundation,Exterior Foundation Insulation,3154.87,2548.74,WALL21X,5703.61,3154.87,2548.74,606.13,71,FALSE,2025-10-12 01:53:45.99487+00,2025-10-12 01:53:45.99487+00
589f535c-5347-450a-a345-424862a9b534,faa2ce97-f51f-4379-a198-94f71aacc514,rough-framing,Sill & Seal,1,254.87,ROOF43Z,2,345.89,3,342.89,73,FALSE,2025-10-12 01:53:46.621822+00,2025-10-12 01:53:46.621822+00
f632466e-a9d7-4062-9d00-deef4f424acd,faa2ce97-f51f-4379-a198-94f71aacc514,hvac-rough,Central AC,2,345.89,FOAM11K,4,125.69,6,119.69,106,FALSE,2025-10-12 01:53:51.39634+00,2025-10-12 01:53:51.39634+00
32daa305-75e2-4c96-aaf2-503f977013f9,faa2ce97-f51f-4379-a198-94f71aacc514,roofing,Drip Edge,4125.69,1987.45,PIPE87N,6113.14,4125.69,1987.45,2138.24,86,FALSE,2025-10-12 01:53:48.019497+00,2025-10-12 01:53:48.019497+00
f704be2e-ff03-4b9e-96f7-8bba6f54e60a,faa2ce97-f51f-4379-a198-94f71aacc514,plumbing-rough,Water Treatment,3154.87,2548.74,WIRE76V,5703.61,3154.87,2548.74,606.13,94,FALSE,2025-10-12 01:53:49.591462+00,2025-10-12 01:53:49.591462+00
53c34ee8-3e6b-440f-be2e-69ba25c08f9c,faa2ce97-f51f-4379-a198-94f71aacc514,plumbing-rough,Water Heater,2548.74,1254.87,DATA87W,3803.61,2548.74,1254.87,1293.87,95,FALSE,2025-10-12 01:53:49.782571+00,2025-10-12 01:53:49.782571+00
d8b2dc57-6fa6-473e-87a0-f892e526b41b,faa2ce97-f51f-4379-a198-94f71aacc514,rough-framing,Roof Framing/Trusses,2548.74,1254.87,UNDR98E,3803.61,2548.74,1254.87,1293.87,78,FALSE,2025-10-12 01:53:46.918384+00,2025-10-12 01:53:46.918384+00
5eba597c-2a88-4a31-9809-2ef7f1a6552e,faa2ce97-f51f-4379-a198-94f71aacc514,kitchen-bath,Disposal,1,987.45,FURN21A,3,154.87,5,149.87,98,FALSE,2025-10-12 01:53:50.098075+00,2025-10-12 01:53:50.098075+00
3f2eeec3-5994-4fe3-a4f1-c115f040589e,faa2ce97-f51f-4379-a198-94f71aacc514,electrical-rough,Lighting Fixtures,4125.69,1987.45,BATH76F,6113.14,4125.69,1987.45,2138.24,102,FALSE,2025-10-12 01:53:50.885149+00,2025-10-12 01:53:50.885149+00
10b2e1e1-2d90-4a07-84a6-2241e1ae822a,faa2ce97-f51f-4379-a198-94f71aacc514,paint,Interior Paint & Stain,3154.87,2548.74,WINDT00X,5703.61,3154.87,2548.74,606.13,142,FALSE,2025-10-12 01:53:59.298133+00,2025-10-12 01:53:59.298133+00
9f991057-dc2a-407e-8181-c36068d40161,faa2ce97-f51f-4379-a198-94f71aacc514,kitchen-bath,Bath Cabinets,1,254.87,VENT66P,2,345.89,3,342.89,110,FALSE,2025-10-12 01:53:52.477568+00,2025-10-12 01:53:52.477568+00
a8034f21-8e87-4842-8a8c-69e4dc830995,faa2ce97-f51f-4379-a198-94f71aacc514,under-slab-services,Crawlspace Vapor Barrier,3154.87,2548.74,SLBIN65R,5703.61,3154.87,2548.74,606.13,65,FALSE,2025-10-12 01:53:44.88163+00,2025-10-12 01:53:44.88163+00
4fa57f1b-6505-4b47-9a60-49ed721f09a1,faa2ce97-f51f-4379-a198-94f71aacc514,hvac-rough,Furnace/Heat Pump,1,254.87,DW10J,2,345.89,3,342.89,105,FALSE,2025-10-12 01:53:51.201693+00,2025-10-12 01:53:51.201693+00
ea7cd856-cfd7-4eda-ba03-32b9182fdee0,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Erosion-control / silt fencing package,1,254.87,SMART22Z,2,345.89,3,342.89,144,FALSE,2025-10-12 01:53:59.62005+00,2025-10-12 01:53:59.62005+00
9b3bdf92-150d-48dc-83d1-d67176d12546,faa2ce97-f51f-4379-a198-94f71aacc514,hvac-rough,"Ductwork, Grilles, Registers",4125.69,1987.45,WRAP22L,6113.14,4125.69,1987.45,2138.24,106,FALSE,2025-10-12 02:21:20.862538+00,2025-10-12 02:21:20.862538+00
abcfc4be-62c9-41ba-9eb9-058f866316b2,faa2ce97-f51f-4379-a198-94f71aacc514,utilities-septic,Town Water: Tap Fees & Hookup,3154.87,2548.74,ELEC99H,5703.61,3154.87,2548.74,606.13,31,FALSE,2025-10-12 01:53:38.162302+00,2025-10-12 01:53:38.162302+00
54387c14-3497-495e-8490-16ba174f9b7d,faa2ce97-f51f-4379-a198-94f71aacc514,exterior,Stone/Brick Veneer,4125.69,1987.45,DRIVE44X,6113.14,4125.69,1987.45,2138.24,118,FALSE,2025-10-12 01:53:53.534798+00,2025-10-12 01:53:53.534798+00
f752ae99-2c82-4ea7-abd5-41de1fd108f4,faa2ce97-f51f-4379-a198-94f71aacc514,trim-carpentry,Interior Trim Materials,4125.69,1987.45,CLO88V,6113.14,4125.69,1987.45,2138.24,140,FALSE,2025-10-12 01:53:58.694028+00,2025-10-12 01:53:58.694028+00
31aaa392-4f61-479d-9a5c-5b0ab7243d68,faa2ce97-f51f-4379-a198-94f71aacc514,hvac-rough,HVAC Controls,3154.87,2548.74,VENR44N,5703.61,3154.87,2548.74,606.13,108,FALSE,2025-10-12 01:53:52.146755+00,2025-10-12 01:53:52.146755+00
541c3ece-27c8-4c4a-9c80-a00c50f61791,faa2ce97-f51f-4379-a198-94f71aacc514,kitchen-bath,Refrigerator,4125.69,1987.45,ETRIM88R,6113.14,4125.69,1987.45,2138.24,112,FALSE,2025-10-12 01:53:52.82733+00,2025-10-12 01:53:52.82733+00
ce7f7373-c0ce-4bae-b959-825c7efd941c,faa2ce97-f51f-4379-a198-94f71aacc514,under-slab-services,Sump Pump,1,987.45,DRB54Q,3,154.87,5,149.87,64,FALSE,2025-10-12 01:53:44.736984+00,2025-10-12 01:53:44.736984+00
43861f8d-591f-4d5f-adea-424437338dc0,faa2ce97-f51f-4379-a198-94f71aacc514,under-slab-services,Crawlspace Vents,2548.74,1254.87,FNDIN76S,3803.61,2548.74,1254.87,1293.87,66,FALSE,2025-10-12 01:53:45.05538+00,2025-10-12 01:53:45.05538+00
4438c4ee-67e2-4812-8355-166d39fee33c,faa2ce97-f51f-4379-a198-94f71aacc514,foundation,Foundation Drain Board,4125.69,1987.45,BEAM09V,6113.14,4125.69,1987.45,2138.24,69,FALSE,2025-10-12 01:53:45.720818+00,2025-10-12 01:53:45.720818+00
86790047-31b9-4edb-b52a-dca77d175f1a,faa2ce97-f51f-4379-a198-94f71aacc514,kitchen-bath,Kitchen Cabinets,2548.74,1254.87,TRIM55O,3803.61,2548.74,1254.87,1293.87,109,FALSE,2025-10-12 01:53:52.308948+00,2025-10-12 01:53:52.308948+00
2f27ff2a-eff9-4447-bb06-189afbb22e16,faa2ce97-f51f-4379-a198-94f71aacc514,exterior,Exterior Foam Sheathing,2548.74,1254.87,PATIO11U,3803.61,2548.74,1254.87,1293.87,115,FALSE,2025-10-12 01:53:53.208911+00,2025-10-12 01:53:53.208911+00
51bc7810-f099-4917-b3b4-f44a1f5c38c8,8a1449f9-6f73-40ea-9df0-47d7529f83a1,utilities-septic,Town Water: Tap Fees & Hookup,0,0,,0,0,0,0,48,FALSE,2025-10-30 00:46:52.103685+00,2025-10-30 00:46:52.103685+00
b5ee8571-a45a-4161-a83b-1d5a60a812a0,8a1449f9-6f73-40ea-9df0-47d7529f83a1,utilities-septic,Town Sewer: Tap Fees & Hookup,0,0,,0,0,0,0,49,FALSE,2025-10-30 00:46:52.103685+00,2025-10-30 00:46:52.103685+00
0bd7cb42-a6e9-478d-b605-6af84a12e276,8a1449f9-6f73-40ea-9df0-47d7529f83a1,utilities-septic,"Septic System Installation, Tie In To House",6000,4000,Septic Pro,10000,15000,15000,0,45,FALSE,2025-10-30 00:46:52.103685+00,2025-10-30 00:46:52.103685+00
28855736-395d-4bd7-8d81-5bcf6ca1f142,8a1449f9-6f73-40ea-9df0-47d7529f83a1,utilities-septic,Well Permits & Fees,200,0,County Water Dept,200,200,200,0,47,FALSE,2025-10-30 00:46:52.103685+00,2025-10-30 00:46:52.103685+00
bd2e6c71-4e60-4693-a846-8766b17f4379,faa2ce97-f51f-4379-a198-94f71aacc514,plumbing-rough,Water Supply Piping,4125.69,1987.45,DISP54T,6113.14,4125.69,1987.45,2138.24,92,FALSE,2025-10-12 01:53:49.144044+00,2025-10-12 01:53:49.144044+00
6390f381-8904-4ab2-be24-fe6e78761f1c,faa2ce97-f51f-4379-a198-94f71aacc514,trim-carpentry,Staircases & Railings,2,345.89,PEST11O,4,125.69,6,119.69,133,FALSE,2025-10-12 01:53:57.142477+00,2025-10-12 01:53:57.142477+00
ecda573b-3d85-46e8-947c-d5106d013ce5,faa2ce97-f51f-4379-a198-94f71aacc514,plumbing-rough,Gas Piping,1,987.45,PANEL65U,3,154.87,5,149.87,93,FALSE,2025-10-12 01:53:49.277679+00,2025-10-12 01:53:49.277679+00
a3755426-4fe0-446d-9e92-0bcd1578ec49,faa2ce97-f51f-4379-a198-94f71aacc514,electrical-rough,"Service Panel, Sub-Panels",3154.87,2548.74,AC32B,5703.61,3154.87,2548.74,606.13,98,FALSE,2025-10-12 02:21:19.852266+00,2025-10-12 02:21:19.852266+00
3164e680-a0e3-4d44-9e94-213b35a895c3,faa2ce97-f51f-4379-a198-94f71aacc514,flooring,Flooring Materials,4125.69,1987.45,RADON22P,6113.14,4125.69,1987.45,2138.24,134,FALSE,2025-10-12 01:53:57.30189+00,2025-10-12 01:53:57.30189+00
f8aa675a-9983-4d7b-9509-e64fb7e671fd,faa2ce97-f51f-4379-a198-94f71aacc514,flooring,Flooring Installation,1,987.45,PUMP33Q,3,154.87,5,149.87,135,FALSE,2025-10-12 01:53:57.495597+00,2025-10-12 01:53:57.495597+00
b8438797-d97e-405f-8dd4-3d4e17d575a5,faa2ce97-f51f-4379-a198-94f71aacc514,exterior,Window/Door Trim,1,254.87,CLOSET88B,2,345.89,3,342.89,121,FALSE,2025-10-12 01:53:54.37272+00,2025-10-12 01:53:54.37272+00
a422a25b-b531-46af-a4d5-0788b017b296,faa2ce97-f51f-4379-a198-94f71aacc514,exterior,Other Exterior Trim,2,345.89,STAIR99C,4,125.69,6,119.69,122,FALSE,2025-10-12 01:53:54.558069+00,2025-10-12 01:53:54.558069+00
725a5cde-df87-4167-99a8-53f4a9d9ad73,faa2ce97-f51f-4379-a198-94f71aacc514,insulation,Wall Insulation & Air Sealing,3154.87,2548.74,GAR44R,5703.61,3154.87,2548.74,606.13,136,FALSE,2025-10-12 01:53:57.672902+00,2025-10-12 01:53:57.672902+00
4d01f526-9a2e-4acd-918e-7e19064862f7,faa2ce97-f51f-4379-a198-94f71aacc514,insulation,Ceiling Insulation,2548.74,1254.87,VENT55S,3803.61,2548.74,1254.87,1293.87,137,FALSE,2025-10-12 01:53:58.093554+00,2025-10-12 01:53:58.093554+00
99ff823a-4747-4099-b440-adc7449131b1,faa2ce97-f51f-4379-a198-94f71aacc514,drywall,Drywall Installation,1,254.87,LOWV66T,2,345.89,3,342.89,138,FALSE,2025-10-12 01:53:58.287774+00,2025-10-12 01:53:58.287774+00
f0e86856-38a7-4b9b-9853-8600934d693f,faa2ce97-f51f-4379-a198-94f71aacc514,drywall,Drywall Finishing & Texture,2,345.89,SURG77U,4,125.69,6,119.69,139,FALSE,2025-10-12 01:53:58.480589+00,2025-10-12 01:53:58.480589+00
1f8f1a0d-60b8-4d8f-b97d-273cf6942796,faa2ce97-f51f-4379-a198-94f71aacc514,exterior,"Exterior Stairs, Landing",4125.69,1987.45,FLRMT00D,6113.14,4125.69,1987.45,2138.24,122,FALSE,2025-10-12 02:21:22.655502+00,2025-10-12 02:21:22.655502+00
fb2c31c0-b863-4935-8e79-08c4d6aaf1a1,8a1449f9-6f73-40ea-9df0-47d7529f83a1,utilities-septic,"Gas: Permit, Connection Fee, Hookup",0,0,,0,0,0,0,51,FALSE,2025-10-30 00:46:52.103685+00,2025-10-30 00:46:52.103685+00
8ba339c2-48b6-4859-b387-3eda8be08485,8a1449f9-6f73-40ea-9df0-47d7529f83a1,utilities-septic,"LPN: Tank Installation, Hookup",0,0,,0,0,0,0,52,FALSE,2025-10-30 00:46:52.103685+00,2025-10-30 00:46:52.103685+00
cf093405-c08a-41de-b3d7-b9be86791b5c,8a1449f9-6f73-40ea-9df0-47d7529f83a1,utilities-septic,Oil Tank Installation,0,0,,0,0,0,0,53,FALSE,2025-10-30 00:46:52.103685+00,2025-10-30 00:46:52.103685+00
0b81965b-dd24-4bdb-9529-b28c28d39040,faa2ce97-f51f-4379-a198-94f71aacc514,concrete-slabs,Patios,2548.74,1254.87,CEILIN33G,3803.61,2548.74,1254.87,1293.87,125,FALSE,2025-10-12 01:53:55.252809+00,2025-10-12 01:53:55.252809+00
68be60a5-29ec-4c65-8307-04c37483b94d,faa2ce97-f51f-4379-a198-94f71aacc514,exterior,Masonry Chimneys,1,254.87,DRYINS44H,2,345.89,3,342.89,126,FALSE,2025-10-12 01:53:55.392288+00,2025-10-12 01:53:55.392288+00
596df7df-4192-44a7-9b20-2713b9b3fb17,faa2ce97-f51f-4379-a198-94f71aacc514,exterior,Fireplaces/Hearths,2,345.89,FINISH55I,4,125.69,6,119.69,127,FALSE,2025-10-12 01:53:55.539438+00,2025-10-12 01:53:55.539438+00
189cf248-07c4-4467-b807-4f9132417df7,faa2ce97-f51f-4379-a198-94f71aacc514,site-prep-excavation,Finish Grading,3154.87,2548.74,WALLS43F,5703.61,3154.87,2548.74,606.13,53,FALSE,2025-10-12 01:53:42.837627+00,2025-10-12 01:53:42.837627+00
fe745a3e-e063-4970-b631-944be9265e66,faa2ce97-f51f-4379-a198-94f71aacc514,concrete-slabs,Driveway,4125.69,1987.45,ITM66J,6113.14,4125.69,1987.45,2138.24,128,FALSE,2025-10-12 01:53:55.981504+00,2025-10-12 01:53:55.981504+00
